# Setup from log.interADMFoam
# Benchmark: true
# Qin_: 178.467
# Vgas_: 300
# Vliq_: 3400
# Vfrac_: 0.0882353
# qGas_: 1.92901e-08
# alphaW: 0.11889
# alphaI: 1e-20
# alphaInterface: 0.75

Time,Sh2,Sch4,Sco2,Gh2,RGh2,Gch4,RGch4,Gco2,RGco2
17.068,1.30059e-07,0.0519599,9.02213,1.09795e-05,-1.79806e-10,1.65212,6.42983e-06,13.3385,-0.000590718
17.168,1.30061e-07,0.0519602,9.02217,1.09792e-05,-1.79788e-10,1.65211,6.43084e-06,13.3377,-0.000589344
17.268,1.30064e-07,0.0519603,9.02222,1.09789e-05,-1.7977e-10,1.6521,6.43164e-06,13.3369,-0.000587971
17.368,1.30065e-07,0.0519603,9.02226,1.09786e-05,-1.79753e-10,1.65209,6.43216e-06,13.3362,-0.000586633
17.468,1.30067e-07,0.0519604,9.0223,1.09783e-05,-1.79736e-10,1.65209,6.43287e-06,13.3354,-0.000585276
17.568,1.30069e-07,0.0519606,9.02236,1.0978e-05,-1.79717e-10,1.65208,6.43384e-06,13.3346,-0.000583876
17.668,1.30071e-07,0.0519607,9.02241,1.09777e-05,-1.797e-10,1.65207,6.43453e-06,13.3338,-0.0005825
17.768,1.30074e-07,0.0519609,9.02247,1.09774e-05,-1.79681e-10,1.65206,6.43561e-06,13.333,-0.000581115
17.868,1.30075e-07,0.051961,9.02251,1.09771e-05,-1.79664e-10,1.65206,6.43631e-06,13.3323,-0.000579769
17.968,1.30078e-07,0.0519612,9.02258,1.09768e-05,-1.79645e-10,1.65205,6.43728e-06,13.3315,-0.000578378
18.068,1.3008e-07,0.0519613,9.02262,1.09765e-05,-1.79627e-10,1.65204,6.43806e-06,13.3307,-0.000577031
18.168,1.30082e-07,0.0519614,9.02266,1.09762e-05,-1.7961e-10,1.65204,6.43861e-06,13.3299,-0.000575692
18.268,1.30084e-07,0.0519616,9.02268,1.09759e-05,-1.79591e-10,1.65203,6.43956e-06,13.3292,-0.000574426
18.368,1.30087e-07,0.0519618,9.02272,1.09756e-05,-1.79572e-10,1.65202,6.44056e-06,13.3284,-0.000573089
18.468,1.30089e-07,0.0519619,9.02275,1.09753e-05,-1.79553e-10,1.65201,6.44136e-06,13.3276,-0.000571777
18.568,1.30092e-07,0.051962,9.0228,1.0975e-05,-1.79534e-10,1.65201,6.44213e-06,13.3269,-0.000570441
18.668,1.30094e-07,0.0519621,9.02285,1.09747e-05,-1.79516e-10,1.652,6.44289e-06,13.3261,-0.000569094
18.768,1.30096e-07,0.0519623,9.02293,1.09744e-05,-1.79497e-10,1.65199,6.44386e-06,13.3254,-0.00056769
18.868,1.30098e-07,0.0519624,9.02296,1.09741e-05,-1.79479e-10,1.65199,6.4446e-06,13.3246,-0.000566393
18.968,1.30101e-07,0.0519627,9.02297,1.09738e-05,-1.7946e-10,1.65198,6.44564e-06,13.3238,-0.000565154
19.068,1.30104e-07,0.0519628,9.023,1.09735e-05,-1.79441e-10,1.65197,6.44652e-06,13.3231,-0.000563872
19.168,1.30105e-07,0.0519629,9.02306,1.09732e-05,-1.79423e-10,1.65196,6.44709e-06,13.3223,-0.000562517
19.268,1.30107e-07,0.0519629,9.02313,1.09729e-05,-1.79407e-10,1.65196,6.44753e-06,13.3216,-0.000561128
19.368,1.3011e-07,0.0519631,9.02321,1.09726e-05,-1.79387e-10,1.65195,6.44854e-06,13.3208,-0.000559735
19.468,1.30112e-07,0.0519631,9.02324,1.09723e-05,-1.7937e-10,1.65194,6.44911e-06,13.3201,-0.000558466
19.568,1.30115e-07,0.0519634,9.02328,1.0972e-05,-1.7935e-10,1.65194,6.45017e-06,13.3193,-0.000557155
19.668,1.30117e-07,0.0519635,9.02334,1.09717e-05,-1.79331e-10,1.65193,6.45091e-06,13.3186,-0.000555815
19.768,1.30119e-07,0.0519636,9.0234,1.09714e-05,-1.79313e-10,1.65192,6.45172e-06,13.3178,-0.000554486
19.868,1.30121e-07,0.0519637,9.02344,1.09711e-05,-1.79295e-10,1.65191,6.45231e-06,13.3171,-0.000553181
19.968,1.30124e-07,0.0519638,9.02352,1.09708e-05,-1.79276e-10,1.65191,6.45307e-06,13.3163,-0.000551822
20.068,1.30127e-07,0.0519641,9.02357,1.09705e-05,-1.79256e-10,1.6519,6.45432e-06,13.3156,-0.000550498
